CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName
763,706,11762,NULL,Randall,R,Gomez,0,1967-08-24,M,NULL,M,randall2@adventure-works.com,70000.00,5,5,Bachelors,Professional,1,4,1159 Lacassie Ave,NULL,1 (11) 500 555-0179,2002-02-07,Person,NULL
764,553,11763,NULL,Ross,R,Fernandez,0,1967-02-11,M,NULL,M,ross15@adventure-works.com,80000.00,5,5,Graduate Degree,Management,1,2,8461 Everett Ct,NULL,1 (11) 500 555-0177,2003-08-03,Person,NULL
765,518,11764,NULL,Jessie,R,Ramos,0,1967-07-17,S,NULL,F,jessie36@adventure-works.com,80000.00,5,5,Graduate Degree,Management,1,3,5613 Gary Drive,NULL,1 (11) 500 555-0112,2002-03-12,Person,NULL
766,519,11765,NULL,Marc,NULL,Torres,0,1966-10-11,M,NULL,M,marc15@adventure-works.com,80000.00,5,5,Bachelors,Professional,1,3,1439 N. Michell Canyon Road,NULL,1 (11) 500 555-0131,2002-03-15,Person,NULL
767,697,11766,NULL,Candace,M,Raman,0,1966-07-04,S,NULL,F,candace12@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,0,1060 Mcelroy Court,NULL,1 (11) 500 555-0148,2002-03-22,Person,NULL
768,637,11767,NULL,Meagan,NULL,Madan,0,1966-05-24,S,NULL,F,meagan8@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,0,8250 11th Avenue,NULL,1 (11) 500 555-0112,2002-03-20,Person,NULL
769,531,11768,NULL,Clayton,NULL,Nara,0,1966-10-08,M,NULL,M,clayton34@adventure-works.com,90000.00,2,0,Bachelors,Professional,1,0,4642 Peabody Road,NULL,1 (11) 500 555-0162,2002-03-06,Person,NULL
770,668,11769,NULL,Haley,L,Hernandez,0,1973-08-17,S,NULL,F,haley53@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,1671 Via Del Verdes,NULL,120-555-0112,2003-10-30,Person,NULL
771,577,11770,NULL,Peter,T,Nara,0,1973-08-23,S,NULL,M,peter21@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,0,0,6489 Kentucky Drive,NULL,244-555-0113,2004-02-09,Person,NULL
772,508,11771,NULL,Isaac,D,Rivera,0,1973-10-08,S,NULL,M,isaac16@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,0,0,7962 Macalvey Drive,NULL,750-555-0140,2003-10-02,Person,NULL
773,559,11772,NULL,Cameron,M,Moore,0,1973-01-24,M,NULL,M,cameron48@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,5551 Silverado Dr.,NULL,293-555-0136,2002-04-10,Person,NULL
774,625,11773,NULL,Gavin,E,Diaz,0,1973-07-06,S,NULL,M,gavin20@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,6082 Trafalgar Circle,NULL,726-555-0116,2002-04-25,Person,NULL
775,516,11774,NULL,Emma,NULL,Sanchez,0,1973-04-12,M,NULL,F,emma25@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,4996 Hillview Drive,NULL,365-555-0125,2002-04-28,Person,NULL
776,527,11775,NULL,Sierra,NULL,Roberts,0,1973-05-25,S,NULL,F,sierra3@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,1721 Concord Blvd,NULL,111-555-0177,2002-04-05,Person,NULL
777,691,11776,NULL,Seth,A,Mitchell,0,1973-07-03,M,NULL,M,seth38@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,8125 Westbury Drive,NULL,171-555-0140,2002-04-07,Person,NULL
778,445,11777,NULL,Miranda,NULL,Long,0,1972-07-24,S,NULL,F,miranda9@adventure-works.com,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,8970 Cash Avenue,NULL,258-555-0111,2002-04-16,Person,NULL
779,694,11778,NULL,Haley,A,Henderson,0,1971-03-21,S,NULL,F,haley24@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,1019 Chance Drive,NULL,868-555-0128,2002-04-29,Person,NULL
780,573,11779,NULL,Sarah,P,Jackson,0,1971-07-19,S,NULL,F,sarah14@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,1058 Park Blvd.,NULL,653-555-0150,2002-04-19,Person,NULL
781,479,11780,NULL,Jessica,K,Alexander,0,1971-11-20,S,NULL,F,jessica43@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,3459 Tri-state Ave,NULL,617-555-0146,2002-04-17,Person,NULL
782,472,11781,NULL,Carlos,NULL,Gray,0,1971-03-10,M,NULL,M,carlos7@adventure-works.com,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,4239 Water St.,NULL,252-555-0175,2003-09-07,Person,NULL
783,443,11782,NULL,Barbara,K,Jai,0,1971-03-17,M,NULL,F,barbara42@adventure-works.com,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,9834 Hamlet,NULL,361-555-0177,2004-02-03,Person,NULL
784,688,11783,NULL,Sara,A,Mitchell,0,1971-11-17,M,NULL,F,sara37@adventure-works.com,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,9024 Dumbarton Drive,NULL,537-555-0144,2003-09-24,Person,NULL
785,511,11784,NULL,Jose,NULL,Turner,0,1972-12-19,M,NULL,M,jose42@adventure-works.com,40000.00,1,1,Graduate Degree,Skilled Manual,1,0,6648 Choctaw Court,NULL,189-555-0195,2003-10-14,Person,NULL
786,577,11785,NULL,Theodore,D,Diaz,0,1972-02-25,M,NULL,M,theodore3@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,0,4956 Vista Del Diablo,NULL,690-555-0189,2003-10-23,Person,NULL
787,677,11786,NULL,Ian,G,Murphy,0,1972-09-13,S,NULL,M,ian82@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,2391 St. Peter Court,NULL,754-555-0141,2004-07-01,Person,NULL
788,443,11787,NULL,Jerry,NULL,Nath,0,1972-09-05,M,NULL,M,jerry20@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,6096 Pheasant Circle,NULL,271-555-0115,2004-04-15,Person,NULL
789,653,11788,NULL,Destiny,A,James,0,1972-02-19,S,NULL,F,destiny43@adventure-works.com,70000.00,1,0,Graduate Degree,Professional,1,0,6538 Camelback Road,NULL,913-555-0130,2003-11-10,Person,NULL
790,516,11789,NULL,Bailey,NULL,Phillips,0,1970-02-20,M,NULL,F,bailey27@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,571 Lafayette Drive,NULL,474-555-0183,2003-09-08,Person,NULL
791,610,11790,NULL,Timothy,C,Gonzalez,0,1970-05-21,M,NULL,M,timothy34@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,6615 Cambelback Place,NULL,147-555-0193,2003-09-12,Person,NULL
792,551,11791,NULL,Chase,D,Morgan,0,1970-04-21,M,NULL,M,chase13@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,5446 N. Civic Dr.,NULL,194-555-0127,2004-04-01,Person,NULL
793,469,11792,NULL,Alexia,J,Perry,0,1969-05-27,M,NULL,F,alexia7@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,1,879 Hillview Ct,NULL,193-555-0135,2003-11-04,Person,NULL
794,443,11793,NULL,Xavier,G,Rogers,0,1969-03-20,M,NULL,M,xavier87@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,1,1480 Oliveria Road,NULL,457-555-0162,2003-08-08,Person,NULL
795,645,11794,NULL,Lauren,NULL,Ross,0,1969-11-01,S,NULL,F,lauren51@adventure-works.com,40000.00,2,2,Bachelors,Skilled Manual,1,0,5375 Clearland Circle,NULL,143-555-0123,2004-05-31,Person,NULL
796,475,11795,NULL,Nicole,NULL,Thomas,0,1969-02-15,S,NULL,F,nicole11@adventure-works.com,40000.00,2,2,Bachelors,Skilled Manual,1,0,4303 Athene Drive,NULL,667-555-0136,2004-01-13,Person,NULL
797,475,11796,NULL,Isabel,C,Jenkins,0,1969-02-07,S,NULL,F,isabel7@adventure-works.com,40000.00,2,2,Bachelors,Skilled Manual,0,0,9348 Notre Dame Ave,NULL,774-555-0127,2002-04-18,Person,NULL
798,520,11797,NULL,Devin,R,Coleman,0,1969-03-07,S,NULL,M,devin44@adventure-works.com,40000.00,2,2,Bachelors,Skilled Manual,1,0,4143 Heather Pl.,NULL,792-555-0157,2002-04-16,Person,NULL
799,442,11798,NULL,Brendan,Q,Chande,0,1969-02-12,M,NULL,M,brendan13@adventure-works.com,40000.00,2,2,Bachelors,Skilled Manual,1,0,1519 Sheffield Place,NULL,551-555-0157,2002-04-17,Person,NULL
800,597,11799,NULL,Jessie,B,Wang,0,1969-09-13,M,NULL,M,jessie7@adventure-works.com,40000.00,2,2,Bachelors,Skilled Manual,1,0,4593 Camino Peral,NULL,527-555-0124,2002-04-12,Person,NULL
801,580,11800,NULL,Jennifer,M,Baker,0,1969-11-07,M,NULL,F,jennifer19@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,8998 Katharyn Drive,NULL,506-555-0157,2004-02-11,Person,NULL
802,580,11801,NULL,Aaron,J,Sharma,0,1969-09-16,M,NULL,M,aaron30@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,4073 Niagara Court,NULL,500-555-0177,2004-06-14,Person,NULL
803,671,11802,NULL,Madison,A,Taylor,0,1971-08-09,M,NULL,F,madison9@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,627 La Salle Street,NULL,635-555-0173,2003-08-29,Person,NULL
804,522,11803,NULL,Jan,L,Hernandez,0,1971-09-12,S,NULL,F,jan15@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,3553 Grant Street,NULL,845-555-0160,2004-01-30,Person,NULL
805,677,11804,NULL,Haley,M,Turner,0,1971-04-18,M,NULL,F,haley44@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,5450 Bellows Ct.,NULL,489-555-0139,2003-11-30,Person,NULL
806,430,11805,NULL,Richard,M,Green,0,1971-03-12,M,NULL,M,richard25@adventure-works.com,70000.00,2,0,Graduate Degree,Professional,1,0,5407 Cougar Way,NULL,142-555-0146,2003-10-25,Person,NULL
807,445,11806,NULL,Jennifer,S,Stewart,0,1971-08-10,M,NULL,F,jennifer52@adventure-works.com,70000.00,2,0,Graduate Degree,Professional,1,0,1500 Grant Street,NULL,159-555-0111,2003-08-25,Person,NULL
808,516,11807,NULL,Lucas,NULL,Baker,0,1971-09-04,M,NULL,M,lucas48@adventure-works.com,70000.00,3,0,Graduate Degree,Professional,1,0,1086 Ash Lane,NULL,787-555-0141,2003-10-15,Person,NULL
809,665,11808,NULL,James,NULL,Parker,0,1969-04-12,M,NULL,M,james57@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,751 Countrywood Ct.,NULL,730-555-0125,2003-09-27,Person,NULL
810,430,11809,NULL,Juan,NULL,Gray,0,1968-01-02,M,NULL,M,juan16@adventure-works.com,60000.00,2,2,Bachelors,Skilled Manual,1,0,1289 Quigley St.,NULL,995-555-0114,2002-04-23,Person,NULL
811,442,11810,NULL,Antonio,K,Washington,0,1967-01-07,S,NULL,M,antonio13@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,7095 Curletto Dr.,NULL,373-555-0139,2002-04-22,Person,NULL
812,469,11811,NULL,Abigail,C,Brooks,0,1967-06-15,S,NULL,F,abigail22@adventure-works.com,40000.00,0,0,Bachelors,Professional,1,1,1617 Crossbow Way,NULL,367-555-0138,2002-04-17,Person,NULL
813,566,11812,NULL,Andrew,N,Rodriguez,0,1967-09-22,M,NULL,M,andrew27@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,3997 Via De Luna,NULL,586-555-0118,2002-04-05,Person,NULL
814,703,11813,NULL,Mary,NULL,Patterson,0,1967-11-12,M,NULL,F,mary40@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,1102 Ravenwood,NULL,956-555-0136,2002-04-18,Person,NULL
815,644,11814,NULL,Dalton,L,Morgan,0,1970-07-08,M,NULL,M,dalton84@adventure-works.com,60000.00,2,0,Graduate Degree,Professional,1,0,4921 Oakwood Circle,NULL,530-555-0182,2003-12-25,Person,NULL
816,559,11815,NULL,Hannah,J,Patterson,0,1970-04-24,M,NULL,F,hannah33@adventure-works.com,70000.00,3,0,Graduate Degree,Professional,1,0,3327 Rockridge Dr.,NULL,110-555-0136,2002-04-04,Person,NULL
817,430,11816,NULL,Joe,A,Torres,0,1970-10-23,M,NULL,M,joe35@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,8069 Vine Hill Way,NULL,450-555-0115,2002-04-04,Person,NULL
818,469,11817,NULL,Morgan,C,Miller,0,1970-11-27,S,NULL,F,morgan29@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,5929 William Reed Dr.,NULL,339-555-0137,2002-04-15,Person,NULL
819,619,11818,NULL,Daniel,C,Garcia,0,1970-04-22,M,NULL,M,daniel8@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,4010 Willow Pass Road,NULL,125-555-0145,2002-04-23,Person,NULL
820,627,11819,NULL,Jose,NULL,Lal,0,1967-10-10,M,NULL,M,jose23@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,1,1,6264 Center Ave,NULL,152-555-0130,2003-08-19,Person,NULL
821,701,11820,NULL,Katelyn,NULL,Lopez,0,1966-08-26,M,NULL,F,katelyn45@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,8873 Folson Drive,NULL,316-555-0185,2003-08-13,Person,NULL
822,430,11821,NULL,Austin,NULL,Johnson,0,1966-04-15,M,NULL,M,austin40@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,6569 Endriss,NULL,163-555-0134,2004-01-31,Person,NULL
823,505,11822,NULL,Rohinton,H,Wadia,0,1966-06-13,M,NULL,F,rohinton1@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,5935 Seawind Dr.,NULL,792-555-0137,2003-11-21,Person,NULL
824,511,11823,NULL,Morgan,NULL,Turner,0,1966-10-24,M,NULL,F,morgan3@adventure-works.com,70000.00,0,0,Graduate Degree,Professional,1,0,6091 Bluefish Lane,NULL,856-555-0168,2003-11-19,Person,NULL
825,668,11824,NULL,Jill,C,Martin,0,1966-10-07,M,NULL,F,jill6@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,9719 Hamilton Ave,NULL,884-555-0127,2003-09-19,Person,NULL
826,582,11825,NULL,Aimee,NULL,She,0,1966-05-18,S,NULL,F,aimee17@adventure-works.com,70000.00,5,0,Graduate Degree,Professional,1,0,6752 Covington Court,NULL,137-555-0149,2002-04-18,Person,NULL
827,430,11826,NULL,Jessie,J,Alonso,0,1966-02-15,M,NULL,F,jessie6@adventure-works.com,70000.00,5,0,Graduate Degree,Professional,1,0,7342 Dew Drop Circle,NULL,579-555-0138,2002-04-29,Person,NULL
828,668,11827,NULL,Sara,M,Baker,0,1969-09-20,M,NULL,F,sara43@adventure-works.com,60000.00,2,0,Graduate Degree,Professional,1,0,5269 Mt. Trinity Court,NULL,256-555-0180,2003-08-24,Person,NULL
829,660,11828,NULL,Katherine,NULL,Martinez,0,1969-06-08,M,NULL,F,katherine88@adventure-works.com,70000.00,5,5,Graduate Degree,Professional,1,2,3836 Carletto Drive,NULL,584-555-0118,2003-10-05,Person,NULL
830,693,11829,NULL,Sophia,NULL,Campbell,0,1969-11-02,M,NULL,F,sophia5@adventure-works.com,70000.00,5,5,Graduate Degree,Professional,1,2,8122 Mink Court,NULL,766-555-0146,2003-09-14,Person,NULL
831,505,11830,NULL,Taylor,N,Garcia,0,1969-01-15,M,NULL,F,taylor63@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,1,0,6986 Ida Ave.,NULL,301-555-0163,2002-04-01,Person,NULL
832,546,11831,NULL,Christian,NULL,Ross,0,1969-11-24,M,NULL,M,christian18@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,1,0,971 Harness Circle,NULL,123-555-0152,2002-04-29,Person,NULL
833,566,11832,NULL,Zoe,NULL,Murphy,0,1965-04-05,S,NULL,F,zoe13@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,3426 Calhoun Court,NULL,798-555-0157,2003-08-22,Person,NULL
834,671,11833,NULL,Oscar,G,Price,0,1965-07-23,M,NULL,M,oscar9@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,1,5049 Teakwood Dr.,NULL,389-555-0114,2003-12-14,Person,NULL
835,658,11834,NULL,Fernando,M,Flores,0,1965-10-25,S,NULL,M,fernando55@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,0,1,3789 Linden Lane,NULL,162-555-0175,2002-04-24,Person,NULL
836,511,11835,NULL,Elijah,M,Russell,0,1965-06-19,S,NULL,M,elijah21@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,2,1592 Working Drive,NULL,188-555-0159,2003-07-14,Person,NULL
837,627,11836,NULL,Garrett,NULL,Travers,0,1965-04-27,M,NULL,M,garrett9@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,2,7947 Stillman Court,NULL,879-555-0116,2003-09-25,Person,NULL
838,689,11837,NULL,Haley,NULL,Alexander,0,1965-08-09,S,NULL,F,haley38@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,2,80 Mozden Lane,NULL,951-555-0164,2002-04-15,Person,NULL
839,580,11838,NULL,Justin,J,Rodriguez,0,1965-02-09,S,NULL,M,justin48@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,0,2,761 Orchard View Ave.,NULL,211-555-0112,2003-12-02,Person,NULL
840,547,11839,NULL,Tyler,NULL,Brown,0,1965-07-25,S,NULL,M,tyler9@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,1,9271 Prestwick Ave.,NULL,801-555-0121,2002-04-28,Person,NULL
841,505,11840,NULL,Julian,D,Patterson,0,1965-05-17,M,NULL,M,julian12@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,1,9240 Limewood Pl.,NULL,603-555-0169,2003-11-01,Person,NULL
842,499,11841,NULL,Sean,NULL,Nelson,0,1964-03-16,M,NULL,M,sean41@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,4594 Hill Drive,NULL,314-555-0153,2003-11-21,Person,NULL
843,522,11842,NULL,Justin,NULL,Wilson,0,1964-10-04,S,NULL,M,justin38@adventure-works.com,50000.00,4,4,Bachelors,Skilled Manual,1,3,7164 Pinncale Drive,NULL,585-555-0152,2003-11-13,Person,NULL
844,580,11843,NULL,Christy,NULL,Nara,0,1964-11-11,S,NULL,F,christy34@adventure-works.com,50000.00,4,4,Bachelors,Skilled Manual,0,3,4678 Ygnacio Valley Road,NULL,639-555-0189,2003-08-11,Person,NULL
845,610,11844,NULL,Michele,J,Alvarez,0,1964-04-08,S,NULL,F,michele39@adventure-works.com,50000.00,4,4,Bachelors,Skilled Manual,1,3,9249 Martin St,NULL,103-555-0162,2004-04-07,Person,NULL
846,695,11845,NULL,Natalie,A,Jones,0,1924-08-18,S,NULL,F,natalie71@adventure-works.com,30000.00,2,0,High School,Skilled Manual,0,2,1442 Hill Top Rd,NULL,119-555-0148,2003-08-17,Person,NULL
847,652,11846,NULL,Savannah,A,Reed,0,1964-06-15,S,NULL,F,savannah18@adventure-works.com,50000.00,4,2,Bachelors,Skilled Manual,1,2,4080 Pelican Loop,NULL,503-555-0151,2003-10-30,Person,NULL
848,536,11847,NULL,Cassidy,NULL,Diaz,0,1964-12-01,S,NULL,F,cassidy23@adventure-works.com,50000.00,4,2,Bachelors,Skilled Manual,0,2,3797 Concord Royale,NULL,323-555-0140,2003-12-30,Person,NULL
849,575,11848,NULL,Joshua,C,Lewis,0,1964-02-28,M,NULL,M,joshua23@adventure-works.com,50000.00,4,2,Bachelors,Skilled Manual,1,2,7166 Brock Lane,NULL,365-555-0198,2004-01-28,Person,NULL
850,643,11849,NULL,Faith,C,Reed,0,1964-09-13,S,NULL,F,faith36@adventure-works.com,50000.00,4,2,Bachelors,Skilled Manual,1,2,2751 Trail Way,Unit B,727-555-0162,2004-05-30,Person,NULL
851,670,11850,NULL,Brooke,C,Ramirez,0,1964-03-23,S,NULL,F,brooke7@adventure-works.com,50000.00,4,2,Bachelors,Skilled Manual,1,2,8004 Water Street,NULL,729-555-0139,2003-10-10,Person,NULL
852,470,11851,NULL,Jada,NULL,Mitchell,0,1963-09-08,S,NULL,F,jada23@adventure-works.com,60000.00,4,2,Bachelors,Professional,1,2,6848 Calico Way,NULL,416-555-0196,2003-12-18,Person,NULL
853,645,11852,NULL,Kyle,M,Russell,0,1963-10-25,S,NULL,M,kyle15@adventure-works.com,60000.00,4,2,Bachelors,Professional,0,2,1345 Prospect Street,NULL,473-555-0199,2004-01-11,Person,NULL
854,470,11853,NULL,Grace,NULL,Jones,0,1968-11-18,S,NULL,F,grace2@adventure-works.com,60000.00,0,0,Bachelors,Professional,1,1,8866 Alpha Way,NULL,388-555-0168,2003-11-11,Person,NULL
855,570,11854,NULL,Jason,K,Mitchell,0,1968-04-18,S,NULL,M,jason40@adventure-works.com,60000.00,2,2,Graduate Degree,Professional,0,0,7537 Clark Creek Lane,NULL,480-555-0139,2002-04-27,Person,NULL
856,445,11855,NULL,Christian,NULL,Walker,0,1963-08-13,M,NULL,M,christian44@adventure-works.com,60000.00,4,2,Bachelors,Professional,1,4,1575 Brown Street,NULL,531-555-0113,2003-10-29,Person,NULL
857,620,11856,NULL,Seth,M,Hernandez,0,1963-08-17,M,NULL,M,seth26@adventure-works.com,60000.00,3,2,Graduate Degree,Professional,1,0,4107 St. Raphael Drive,NULL,195-555-0146,2004-06-01,Person,NULL
858,479,11857,NULL,Isabella,NULL,Young,0,1963-03-12,S,NULL,F,isabella56@adventure-works.com,60000.00,3,2,Graduate Degree,Professional,0,0,9175 Benton Street,NULL,747-555-0149,2004-04-08,Person,NULL
859,690,11858,NULL,Jordan,A,Coleman,0,1962-12-07,M,NULL,M,jordan2@adventure-works.com,40000.00,3,2,High School,Skilled Manual,1,2,8005 Ranchhand Court,NULL,996-555-0179,2003-09-28,Person,NULL
860,522,11859,NULL,Blake,J,Garcia,0,1962-09-09,M,NULL,M,blake16@adventure-works.com,70000.00,1,0,Partial College,Skilled Manual,1,1,9322 Driving Drive,NULL,713-555-0128,2003-10-24,Person,NULL
861,516,11860,NULL,Nicole,NULL,Walker,0,1962-01-09,M,NULL,F,nicole23@adventure-works.com,70000.00,1,0,Partial College,Skilled Manual,1,1,8362 Abbey Court,NULL,129-555-0165,2004-01-04,Person,NULL
862,571,11861,NULL,Katherine,NULL,Carter,0,1962-04-24,M,NULL,F,katherine58@adventure-works.com,70000.00,1,0,Partial College,Skilled Manual,1,1,591 Laguna Street,# 439,572-555-0120,2003-11-15,Person,NULL
863,627,11862,NULL,Olivia,NULL,Peterson,0,1961-09-15,S,NULL,F,olivia40@adventure-works.com,40000.00,4,2,High School,Skilled Manual,1,2,9212 Tupelo Drive,NULL,409-555-0135,2003-11-17,Person,NULL
864,694,11863,NULL,Jessica,NULL,Wood,0,1961-10-11,M,NULL,F,jessica26@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,1439 N. Canyon Road,NULL,130-555-0137,2004-03-06,Person,NULL
865,559,11864,NULL,Elizabeth,W,Thompson,0,1961-09-06,M,NULL,F,elizabeth19@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,2894 Encino Dr.,NULL,465-555-0154,2003-09-02,Person,NULL
866,516,11865,NULL,Chloe,R,Rivera,0,1961-02-06,M,NULL,F,chloe54@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,6282 Mcneil Place,NULL,372-555-0142,2003-08-21,Person,NULL
867,633,11866,NULL,Lucas,L,Scott,0,1961-07-02,M,NULL,M,lucas46@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,0,1,1218 Woodside Court,NULL,764-555-0119,2003-08-22,Person,NULL
868,516,11867,NULL,Nathaniel,C,James,0,1960-04-24,M,NULL,M,nathaniel0@adventure-works.com,40000.00,4,2,High School,Skilled Manual,1,2,4268 Weaver Court,NULL,112-555-0116,2003-12-06,Person,NULL
869,562,11868,NULL,Jessica,M,Peterson,0,1967-08-04,S,NULL,F,jessica17@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,1,1,1613 Santa Maria,NULL,974-555-0184,2003-08-06,Person,NULL
870,571,11869,NULL,Kaitlyn,A,Adams,0,1967-11-06,S,NULL,F,kaitlyn13@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,1,3815 Berry Dr.,NULL,512-555-0158,2003-09-21,Person,NULL
871,597,11870,NULL,Jillian,NULL,Garcia,0,1967-07-14,S,NULL,F,jillian15@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,1,6375 Freda Drive,NULL,386-555-0159,2004-01-21,Person,NULL
872,507,11871,NULL,Dalton,L,Bennett,0,1967-08-16,S,NULL,M,dalton46@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,1,4188 Green Valley Road,NULL,941-555-0138,2003-08-27,Person,NULL
873,633,11872,NULL,Faith,L,Patterson,0,1967-07-21,S,NULL,F,faith9@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,0,1,1141 Rolling Hill Way,NULL,148-555-0143,2002-04-23,Person,NULL
874,552,11873,NULL,Ryan,NULL,Zhang,0,1967-04-12,M,NULL,M,ryan27@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,0,1,4176 Cotton Ct,NULL,295-555-0128,2002-04-09,Person,NULL
875,707,11874,NULL,Adrian,NULL,Bell,0,1967-03-10,S,NULL,M,adrian15@adventure-works.com,60000.00,0,0,Bachelors,Professional,0,1,302 Briarcliff Ct.,NULL,254-555-0175,2004-01-20,Person,NULL
876,647,11875,NULL,Jonathan,NULL,Brown,0,1960-08-03,M,NULL,M,jonathan54@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,0,1,5373 Montgomery Ave.,NULL,108-555-0111,2003-10-22,Person,NULL
877,520,11876,NULL,Madison,L,White,0,1960-11-13,M,NULL,F,madison13@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,27 Athens Circle,NULL,813-555-0171,2003-12-21,Person,NULL
878,667,11877,NULL,Alexis,NULL,Diaz,0,1960-10-07,M,NULL,F,alexis45@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,8541 Summerfield Drive,NULL,409-555-0139,2004-04-07,Person,NULL
879,577,11878,NULL,Christine,NULL,Nara,0,1960-02-08,M,NULL,F,christine12@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,5784 Yeoman Dr.,NULL,792-555-0139,2004-06-02,Person,NULL
880,580,11879,NULL,Edgar,NULL,Sai,0,1960-10-03,M,NULL,M,edgar6@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,9037 Saddlehill Lane,NULL,525-555-0117,2003-08-31,Person,NULL
881,686,11880,NULL,Melissa,NULL,Sanchez,0,1959-08-20,M,NULL,F,melissa40@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,2524 Fish Dr,NULL,409-555-0153,2003-10-12,Person,NULL
882,488,11881,NULL,Richard,T,Mitchell,0,1959-07-24,M,NULL,M,richard30@adventure-works.com,60000.00,4,3,Bachelors,Professional,1,0,8998 Adobe Drive,NULL,142-555-0165,2004-06-04,Person,NULL
